"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","DVD","BoxOffice","Production","Website","Response"
"28","Cavalcade","1933","PASSED","15 Apr 1933","112 min","Drama, Romance, War","Frank Lloyd","Reginald Berkeley (screen play), Sonya Levien (continuity)","Diana Wynyard, Clive Brook, Una O'Connor, Herbert Mundin","A cavalcade of English life from New Year's Eve 1899 until 1933 seen through the eyes of well-to-do Londoners Jane and Robert Marryot. Amongst events touching their family are the Boer War, the death of Queen Victoria, the sinking of the Titanic and the Great War.","English","USA","Won 3 Oscars. Another 1 win & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMjM1MjQyNDgxMl5BMl5BanBnXkFtZTgwMjgxMDE5MjE@._V1_SX300.jpg","N/A","6.1","2,798","tt0023876","movie","57","rotten","6.4","21","12","9","Though solidly acted and pleasant to look at, Cavalcade lacks cohesion, and sacrifices true emotion for mawkishness.","26","2.9","944","06 Aug 2013","N/A","20th Century Fox Film Corporation","N/A","True"
"29","A Farewell to Arms","1932","UNRATED","08 Dec 1932","80 min","Drama, Romance, War","Frank Borzage","Benjamin Glazer (screenplay), Oliver H.P. Garrett (screenplay), Ernest Hemingway (novel)","Helen Hayes, Gary Cooper, Adolphe Menjou, Mary Philips","A tale of the love between ambulance driver Lt. Henry and Nurse Catherine Barkley during World War I. The action takes place in Italy and the two fall in love during the war and will stop at nothing to be together. The film also analyses Lt. Henry's feelings on war and the purpose of fighting.","English","USA","Won 2 Oscars. Another 1 win & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_SX300.jpg","N/A","6.6","3,293","tt0022879","movie","92","fresh","7.8","13","12","1","N/A","52","3.2","5627","12 Jun 1998","N/A","Gravitas","N/A","True"
"30","I am a Fugitive from a Chain Gang","1932","NOT RATED","19 Nov 1932","92 min","Crime, Drama, Film-Noir","Mervyn LeRoy","Robert E. Burns (by), Howard J. Green (screen play), Brown Holmes (screen play)","Paul Muni, Glenda Farrell, Helen Vinson, Noel Francis","Having returned from fighting in World War I, James Allen doesn't want to settle into a humdrum life and decides to set off to find his fortune. He travels the length and breadth of America, working as a skilled tradesman in the construction industry. When times get tough however, he finds himself living in a shelter where an acquaintance suggests they go out for a hamburger. What the friend really has in mind is to rob the diner and Allen soon finds himself working on a chain gang with a long jail sentence. Allen manages to escape however and heads to Chicago where over several years he slowly but surely works his way up the ladder to become one of the most respected construction engineers in the city. His past catches up with him and despite protestations from civic leaders and his many friends in Chicago, he finds himself again on the chain gang. Escaping for a second time, he accepts that to survive, he must lead a life of crime.","English","USA","Nominated for 3 Oscars. Another 3 wins.","http://ia.media-imdb.com/images/M/MV5BMTQxODQ5MDMwMl5BMl5BanBnXkFtZTgwOTQ0MTM5MjE@._V1_SX300.jpg","N/A","8.1","8,749","tt0023042","movie","100","fresh","8.3","21","21","0","N/A","91","4.1","3095","10 May 2005","N/A","Vitaphone Corporation","N/A","True"
"31","Lady for a Day","1933","TV-G","13 Sep 1933","96 min","Comedy","Frank Capra","Robert Riskin (screen play and dialogue), Damon Runyon (from the story by)","Warren William, May Robson, Guy Kibbee, Glenda Farrell","A gangster tries to make Apple Annie, the Times Square apple seller, a lady for a day.","English, Spanish","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTA4MjUxOTMwMTNeQTJeQWpwZ15BbWU4MDYyNjMwNDIx._V1_SX300.jpg","N/A","7.5","2,561","tt0024240","movie","100","fresh","7.6","11","11","0","N/A","79","3.8","490","N/A","N/A","Columbia Pictures","N/A","True"
"32","Little Women","1933","NOT RATED","24 Nov 1933","115 min","Drama, Family, Romance","George Cukor","Louisa May Alcott (by), Sarah Y. Mason (screen play), Victor Heerman (screen play)","Katharine Hepburn, Joan Bennett, Paul Lukas, Edna May Oliver","Little Women is a ""coming of age"" drama tracing the lives of four sisters: Meg, Jo, Beth and Amy. During the American Civil War, the girls father is away serving as a minister to the troops. The family, headed by thier beloved Marmee, must struggle to make ends meet, with the help of their kind and wealthy neighbor, Mr. Laurence, and his high spirited grandson Laurie.","English, German","USA","Won 1 Oscar. Another 3 wins & 3 nominations.","http://ia.media-imdb.com/images/M/MV5BNjc2MzkwNDUzMV5BMl5BanBnXkFtZTYwMzk0Nzg5._V1_SX300.jpg","N/A","7.4","4,523","tt0024264","movie","92","fresh","8.4","12","11","1","N/A","78","3.6","9710","13 Nov 2001","N/A","WARNER BROTHERS PICTURES","N/A","True"
"33","The Private Life of Henry VIII","1933","N/A","21 Sep 1933","97 min","Biography, Comedy, Drama","Alexander Korda","Lajos Biró (story), Arthur Wimperis (story), Arthur Wimperis (scenario)","Charles Laughton, Robert Donat, Franklin Dyall, Miles Mander","This movie tells the story of King Henry VIII and the last five of his six wives. Set almost entirely within the royal castle, it begins just before the death of his second wife (Anne Boleyn) and ends just after his sixth wedding (to Catherine or Katherine Parr).","English","UK","Won 1 Oscar. Another 1 win & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTU5NTE2NTc0OV5BMl5BanBnXkFtZTYwNTM1NDg5._V1._CR0,17,259,418_SX89_AL_.jpg_V1_SX300.jpg","N/A","7.3","2,451","tt0024473","movie","100","fresh","8.0","13","13","0","N/A","75","3.5","1249","23 Jan 2003","N/A","Criterion Collection","N/A","True"
"34","She Done Him Wrong","1933","APPROVED","09 Feb 1933","66 min","Comedy, Drama, History","Lowell Sherman","Mae West (by), Harvey F. Thew (screen play), John Bright (screen play)","Mae West, Cary Grant, Owen Moore, Gilbert Roland","New York singer and nightclub owner Lady Lou has more men friends than you can imagine, unfortunately one of them is a vicious criminal who's escaped and is on the way to see ""his"" girl, not realizing she hasn't exactly been faithful in his absence. Help is at hand in the form of young Captain Cummings, a local temperance league leader, though.","English","USA","Nominated for 1 Oscar. Another 2 wins.","http://ia.media-imdb.com/images/M/MV5BMjE5ODU2MDkzOV5BMl5BanBnXkFtZTcwMjI0NTAyMQ@@._V1_SX300.jpg","N/A","6.5","3,920","tt0024548","movie","95","fresh","7.6","19","18","1","N/A","53","3.4","2181","22 Apr 2008","N/A","MCA Universal Home Video","N/A","True"
"35","Smilin' Through","1932","APPROVED","24 Sep 1932","98 min","Drama, Romance","Sidney Franklin","Jane Cowl (play), James B. Fagan (dialogue), Jane Murfin (play), Donald Ogden Stewart (dialogue), Ernest Vajda, Claudine West","Norma Shearer, Fredric March, Leslie Howard, O.P. Heggie","John has lead a solitary life for thirty years since the death of Moonyeen Clare. But now Owens, a close friend, insists that he care for his niece, Kathleen, orphaned when her parents were lost at sea. Kathleen is five, but the years pass and now she is a young woman who is the image of Moonyeen. Willy wants Kathleen for his wife, but Sparks fly when she meets Kenneth Wayne one dark and stormy night. John is horrified for it was Wayne's father who shot Moonyeen dead on her wedding day and John has never found him or forgiven the family. When Ken goes off to war, John forbids any marriage and Ken agrees, while Kathleen does not. When Ken returns four years later when the war is over, he is crippled. He conceals his condition and makes plans to leave for America.","English","USA","Nominated for 1 Oscar. Another 1 win.","http://ia.media-imdb.com/images/M/MV5BMjA3MjYyMzIzNV5BMl5BanBnXkFtZTcwNjcxNzAwMQ@@._V1._CR0.883331298828125,21.533340454101562,252,412_SX89_AL_.jpg_V1_SX300.jpg","N/A","7.0","604","tt0023488","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","80","3.7","145","15 Dec 1993","N/A","N/A","N/A","True"
"36","State Fair","1933","PASSED","10 Feb 1933","99 min","Comedy, Drama, Romance","Henry King","Philip Stong (novel), Sonya Levien (screenplay), Paul Green (screenplay)","Janet Gaynor, Will Rogers, Lew Ayres, Sally Eilers","The Frake family attend the Iowa State Fair. Father Abel enters his Hampshire boar, Blue Boy, in the hog contents. Mother Melissa enters the mincemeat competition. And their children, Margy and Wayne, find love with newspaper reporter Pat Gilbert and trapeze artist Emily Joyce. But will everyone return home safe and happy or will hearts be broken?","English","USA","Nominated for 2 Oscars. Another 2 wins.","http://ia.media-imdb.com/images/M/MV5BMTc2MDI3MTk3M15BMl5BanBnXkFtZTgwODcxODk4MjE@._V1_SX300.jpg","N/A","7.0","480","tt0024610","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","63","3.8","188","N/A","N/A","20th Century Fox Film Corporation","N/A","True"
"37","The Barretts of Wimpole Street","1934","PASSED","21 Sep 1934","109 min","Biography, Drama, Romance","Sidney Franklin","Rudolph Besier (from the play by), Ernest Vajda (screen play), Claudine West (screen play), Donald Ogden Stewart (screen play)","Norma Shearer, Fredric March, Charles Laughton, Maureen O'Sullivan","In 1845 London, the Barrett family is ruled with an iron fist by its stern widowed patriarch, Edward Moulton-Barrett. His nine grown children are afraid of him more than they love him. One of his rules is that none of his children are allowed to marry, which does not sit well with youngest daughter Henrietta as she loves and wants to marry Captain Surtees Cook. Of the nine, the one exception is his daughter Elizabeth, who abides faithfully to her father's wishes. Elizabeth does not think too much about the non-marriage rule as she has an unknown chronic illness which has kept her bedridden. She feels her life will not be a long one. With her time, she writes poetry, which she shares by correspondence with another young poet, Robert Browning. Elizabeth's outlook on her life changes when she meets Mr. Browning for the first time, he who has fallen in love with her without even having met her. She, in return, falls in love with him after their meeting. With Mr. Browning's love and support, Elizabeth tries to get well and enjoy life, this all against the thoughts of her father, who physically and emotionally traps Elizabeth and by association all of his children, all in the name of protecting her and them in the name of God.","English","USA","Nominated for 2 Oscars. Another 1 win.","http://ia.media-imdb.com/images/M/MV5BMjE4NzE1NjEyMV5BMl5BanBnXkFtZTgwNDE4MzkyMTE@._V1_SX300.jpg","N/A","7.1","1,003","tt0024865","movie","71","fresh","6.9","7","5","2","N/A","70","3.7","313","25 Mar 1992","N/A","MGM","N/A","True"
"38","Cleopatra","1934","NOT RATED","05 Oct 1934","100 min","Biography, Drama, History","Cecil B. DeMille","Bartlett Cormack (from an adaptation by: historical material), Waldemar Young (screen play), Vincent Lawrence (screen play)","Claudette Colbert, Warren William, Henry Wilcoxon, Joseph Schildkraut","In 48 BC, Cleopatra, facing palace revolt in her kingdom of Egypt, welcomes the arrival of Julius Caesar as a way of solidifying her power under Rome. When Caesar, whom she has led astray, is killed, she transfers her affections to Marc Antony and dazzles him on a barge full of DeMillean splendor. But the trick may not work a third time...","English","USA","Won 1 Oscar. Another 4 nominations.","http://ia.media-imdb.com/images/M/MV5BMjgzMTgwNTI1M15BMl5BanBnXkFtZTgwMTgxNjk3MjE@._V1_SX300.jpg","N/A","6.9","2,396","tt0024991","movie","88","fresh","7.1","8","7","1","N/A","67","3.5","851","23 May 2006","N/A","Paramount Pictures","N/A","True"
"39","Flirtation Walk","1934","TV-G","01 Dec 1934","97 min","Musical, Romance","Frank Borzage","Delmer Daves (screen play), Delmer Daves (original story), Louis F. Edelman (original story)","Dick Powell, Ruby Keeler, Pat O'Brien, Ross Alexander","A Musical-romance with Dick Powell as a private stationed in Hawaii who gets involved with Ruby Keeler, the general's engaged daughter. In order to avoid a scandal, the pair break up, but meet again years later when Powell's at West Point producing the annual play that turns out to star Keeler.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTcwODg1OTE3OF5BMl5BanBnXkFtZTgwMDY0NDIwMjE@._V1_SX300.jpg","N/A","5.9","353","tt0025124","movie","100","fresh","6.9","5","5","0","N/A","31","3.0","125","21 Jul 1993","N/A","Warner Brothers","N/A","True"
"40","The Gay Divorcee","1934","APPROVED","12 Oct 1934","107 min","Comedy, Musical, Romance","Mark Sandrich","Dwight Taylor (from the book by), Kenneth S. Webb (musical adaptation), Samuel Hoffenstein (musical adaptation), George Marion Jr. (screen play), Dorothy Yost (screen play), Edward Kaufman (screen play)","Fred Astaire, Ginger Rogers, Alice Brady, Edward Everett Horton","Mimi Glossop wants a divorce so her Aunt Hortense hires a professional to play the correspondent in apparent infidelity. American dancer Guy Holden meets Mimi while visiting Brightbourne (Brighton) and she thinks he is the correspondent. The plot is really an excuse for song and dance. The movie won three Academy nominations and the first Oscar for Best Song: ""The Continental"", a twenty-two minute production number.","English, French, Italian","USA","Won 1 Oscar. Another 5 nominations.","http://ia.media-imdb.com/images/M/MV5BMTc5MjcxMjU0OV5BMl5BanBnXkFtZTgwODY0OTgxMTE@._V1_SX300.jpg","N/A","7.6","4,973","tt0025164","movie","100","fresh","7.8","11","11","0","N/A","83","3.9","3302","24 Oct 2006","N/A","RKO Radio Pictures","N/A","True"
"41","Here Comes the Navy","1934","APPROVED","21 Jul 1934","87 min","Comedy, Drama, Romance","Lloyd Bacon","Earl Baldwin (screen play), Ben Markson (screen play), Ben Markson (story)","James Cagney, Pat O'Brien, Gloria Stuart, Frank McHugh","To continue a grudge with naval officer Biff Martin, feisty construction worker Chesty O'Connor joins the navy and manages to get stationed on the same ship as Martin. Further complications arise when O'Connor starts dating Martin's sister, whom he meets while on shore leave.","English","USA","N/A","N/A","N/A","6.5","544","tt0025238","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","46","3.3","268","N/A","N/A","Warner Bros.","N/A","True"
"42","The House of Rothschild","1934","PASSED","07 Apr 1934","88 min","Biography, Drama, History","Alfred L. Werker, Sidney Lanfield","Nunnally Johnson (screen play), George Hembert Westley (based on a play by)","George Arliss, Boris Karloff, Loretta Young, Robert Young","The story of the rise of the Rothschild financial empire founded by Mayer Rothschild and continued by his five sons. From humble beginnings the business grows and helps to finance the war against Napoleon, but it's not always easy, especially because of the prejudices against Jews.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTg3MTg5OTg1NF5BMl5BanBnXkFtZTYwODM3MTU2._V1_SX300.jpg","N/A","6.8","651","tt0025272","movie","100","fresh","7.6","7","7","0","N/A","N/A","3.7","148","N/A","N/A","20th Century Fox Film Corporation","N/A","True"
